geo_id,total_pop,median_income
36001,313743.0,75232.0
36005,1424948.0,43011.0
36007,197240.0,55591.0
36009,76426.0,55153.0
36011,75880.0,63511.0
36013,126807.0,46661.0
36015,83045.0,60219.0
36019,79596.0,60285.0
36027,297112.0,88051.0
36029,950683.0,63035.0
