table_name,column_name,data_type
stations,usaf,STRING
stations,wban,STRING
stations,name,STRING
stations,country,STRING
stations,state,STRING
stations,call,STRING
stations,lat,FLOAT64
stations,lon,FLOAT64
stations,elev,STRING
stations,begin,STRING
stations,end,STRING
