geo_id,total_pop,median_income,county_fips_norm,county_name,station_count,avg_station_elev
36001,313743.0,75232.0,36001,Albany County,2,87.15
36007,197240.0,55591.0,36007,Broome County,2,376.6
36013,126807.0,46661.0,36013,Chautauqua County,1,174.0
36029,950683.0,63035.0,36029,Erie County,3,204.36666666666667
