station_id,county_fips
72622894740,36033
72622899999,36033
72518499999,50007
99999914735,36001
72518014735,36001
99822399999,36045
99843699999,36013
72502899999,36103
99999914797,36071
99999904725,36007
99999914738,36007
72501699999,36103
72501654790,36103
99999914733,36029
72528599999,36029
72528014733,36029
72503499999,36103
